Posizione	Nome utente	Risposte date	Punteggio	Datetime
1011	snuky	16	193629.553	2014-04-04T01:06:05.801035
1012	GBUccio	16	193293.768	2014-04-04T01:06:05.801035
1013	petecchia	18	191262.121	2014-04-04T01:06:05.801035
1014	gio96	15	190776.18	2014-04-04T01:06:05.801035
1015	Alamanni	22	190242.77	2014-04-04T01:06:05.801035
1016	cinouga	19	190051.993	2014-04-04T01:06:05.801035
1017	pedropedrito	22	189927.661	2014-04-04T01:06:05.801035
1018	michele2000	24	189733.433	2014-04-04T01:06:05.801035
1019	matna	19	188666.674	2014-04-04T01:06:05.801035
1020	ammirato	15	187001.856	2014-04-04T01:06:05.801035
1021	aa_andrea_aa	20	186833.551	2014-04-04T01:06:05.801035
1022	Micromega	17	186213.823	2014-04-04T01:06:05.801035
1023	mainevent	10	185330.205	2014-04-04T01:06:05.801035
1024	giovannino88	18	184404.64	2014-04-04T01:06:05.801035
1025	lorybianco	11	183302.08	2014-04-04T01:06:05.801035
1026	*Dory*	19	183051.657	2014-04-04T01:06:05.801035
1027	ciccichiricci	17	182638.785	2014-04-04T01:06:05.801035
1028	oppla89	11	182220.644	2014-04-04T01:06:05.801035
1029	Mattiafloyd	17	181639.687	2014-04-04T01:06:05.801035
1030	Zael	20	181276.135	2014-04-04T01:06:05.801035
1031	valtomsgv	15	180850.431	2014-04-04T01:06:05.801035
1032	Sbraccia	15	180650.269	2014-04-04T01:06:05.801035
1033	gisola87	16	179706.402	2014-04-04T01:06:05.801035
1034	abc123zy	16	178547.707	2014-04-04T01:06:05.801035
1035	sergionella	17	173424.792	2014-04-04T01:06:05.801035
1036	lucagold	16	173024.53	2014-04-04T01:06:05.801035
1037	silviaf80	16	172353.353	2014-04-04T01:06:05.801035
1038	adamc	26	170410.118	2014-04-04T01:06:05.801035
1039	engluke89	17	170202.129	2014-04-04T01:06:05.801035
1040	superdany17	15	169838.661	2014-04-04T01:06:05.801035
1041	DIEGHITOES	21	167498.386	2014-04-04T01:06:05.801035
1042	Matemau	17	167230.388	2014-04-04T01:06:05.801035
1043	PolpoPol	15	166899.692	2014-04-04T01:06:05.801035
1044	1BColomboGenova	14	166027.005	2014-04-04T01:06:05.801035
1045	albo1000	16	165431.318	2014-04-04T01:06:05.801035
1046	pakys82ds	17	165148.016	2014-04-04T01:06:05.801035
1047	xseris	14	164356.38	2014-04-04T01:06:05.801035
1048	Pa	13	163206.15	2014-04-04T01:06:05.801035
1049	fiordo	9	163017.667	2014-04-04T01:06:05.801035
1050	terzaci	13	162958.216	2014-04-04T01:06:05.801035
1051	severina	16	162909.944	2014-04-04T01:06:05.801035
1052	f3d3rica4	14	162664.322	2014-04-04T01:06:05.801035
1053	adex64	14	160971.799	2014-04-04T01:06:05.801035
1054	giorgiagiolitti	18	160114.109	2014-04-04T01:06:05.801035
1055	gue54	15	158406.752	2014-04-04T01:06:05.801035
1056	dyllin	11	155595.287	2014-04-04T01:06:05.801035
1057	gipero	14	154131.154	2014-04-04T01:06:05.801035
1058	Lambo94	15	153549.487	2014-04-04T01:06:05.801035
1059	nepero	15	153498.55	2014-04-04T01:06:05.801035
1060	giulio94	11	153468.629	2014-04-04T01:06:05.801035
1061	Lasker96	14	151367.466	2014-04-04T01:06:05.801035
1062	david69	15	150713.225	2014-04-04T01:06:05.801035
1063	jhovy2007	23	150311.241	2014-04-04T01:06:05.801035
1064	Bubble990	15	150180.336	2014-04-04T01:06:05.801035
1065	pulcesilvia	15	150174.866	2014-04-04T01:06:05.801035
1066	Alfrax	14	149844.302	2014-04-04T01:06:05.801035
1067	nella.decicco	20	149804.77	2014-04-04T01:06:05.801035
1068	Jackson-Faraday	18	148641.173	2014-04-04T01:06:05.801035
1069	maurona54	14	147114.61	2014-04-04T01:06:05.801035
1070	BorisM	9	146149.941	2014-04-04T01:06:05.801035
1071	andrej	14	145789.07	2014-04-04T01:06:05.801035
1072	andreafrancescangeli@excite.it	20	145317.728	2014-04-04T01:06:05.801035
1073	gstilton	16	145220.786	2014-04-04T01:06:05.801035
1074	lonerosimone	9	145082.263	2014-04-04T01:06:05.801035
1075	menesbatto	14	145049.686	2014-04-04T01:06:05.801035
1076	andreapiazzi	15	142614.003	2014-04-04T01:06:05.801035
1077	dragonball	16	142204.144	2014-04-04T01:06:05.801035
1078	amihai2c	15	141207.307	2014-04-04T01:06:05.801035
1079	3AMICALI	14	139487.691	2014-04-04T01:06:05.801035
1080	stefanofa	13	138274.932	2014-04-04T01:06:05.801035
1081	METALWARRIOR34	26	137439.326	2014-04-04T01:06:05.801035
1082	mattia001	18	137132.872	2014-04-04T01:06:05.801035
1083	Cesar mate	16	136415.701	2014-04-04T01:06:05.801035
1084	kettobip	13	135046.062	2014-04-04T01:06:05.801035
1085	sgamberla	14	135003.392	2014-04-04T01:06:05.801035
1086	Trilogy	13	134795.432	2014-04-04T01:06:05.801035
1087	ybla85	13	134443.332	2014-04-04T01:06:05.801035
1088	simoon29	13	134252.406	2014-04-04T01:06:05.801035
1089	alef0	13	134138.03	2014-04-04T01:06:05.801035
1090	mariorossi	10	133915.638	2014-04-04T01:06:05.801035
1091	mailpaola	9	133671.61	2014-04-04T01:06:05.801035
1092	Ivan7c3	16	133581.501	2014-04-04T01:06:05.801035
1093	missminu	14	133062.797	2014-04-04T01:06:05.801035
1094	rexy	13	132864.517	2014-04-04T01:06:05.801035
1095	MathsKate	14	131515.917	2014-04-04T01:06:05.801035
1096	Farouk.badaoui99	9	131300.576	2014-04-04T01:06:05.801035
1097	Livere	14	130994.274	2014-04-04T01:06:05.801035
1098	Fede76Fede76	13	130687.425	2014-04-04T01:06:05.801035
1099	giancarlo2002	18	128337.325	2014-04-04T01:06:05.801035
1100	framar80	12	127267.825	2014-04-04T01:06:05.801035
1101	acmar85	14	126969.791	2014-04-04T01:06:05.801035
1102	frizio	12	126807.716	2014-04-04T01:06:05.801035
1103	rosaco	9	125778.634	2014-04-04T01:06:05.801035
1104	Teorema_di_Fermat	14	125277.551	2014-04-04T01:06:05.801035
1105	Hatshepsut	14	124816.454	2014-04-04T01:06:05.801035
1106	orty78	13	123734.227	2014-04-04T01:06:05.801035
1107	lumiche	16	123493.201	2014-04-04T01:06:05.801035
1108	beltry	12	123064.165	2014-04-04T01:06:05.801035
1109	Brunone	10	122599.959	2014-04-04T01:06:05.801035
1110	Rorhin	12	122363.183	2014-04-04T01:06:05.801035
1111	peppy92	13	122230.829	2014-04-04T01:06:05.801035
1112	target	6	120303.414	2014-04-04T01:06:05.801035
1113	Athos25	12	120229.889	2014-04-04T01:06:05.801035
1114	xxxLuke89xxx	11	119760.414	2014-04-04T01:06:05.801035
1115	alessiog	13	119566.018	2014-04-04T01:06:05.801035
1116	rasmik	18	118766.309	2014-04-04T01:06:05.801035
1117	xf36429	14	117487.085	2014-04-04T01:06:05.801035
1118	larthia	15	113059.177	2014-04-04T01:06:05.801035
1119	enrico91	10	111912.477	2014-04-04T01:06:05.801035
1120	tnt27	11	111569.935	2014-04-04T01:06:05.801035
1121	longim	13	110682.876	2014-04-04T01:06:05.801035
1122	MrsHydrargirum	10	110470.113	2014-04-04T01:06:05.801035
1123	johnee	11	110378.483	2014-04-04T01:06:05.801035
1124	engluke	12	110208.377	2014-04-04T01:06:05.801035
1125	sposetti	11	110136.945	2014-04-04T01:06:05.801035
1126	anonim55	6	109680.346	2014-04-04T01:06:05.801035
1127	mattia.ghizzi	6	109680.242	2014-04-04T01:06:05.801035
1128	Maicol.trivellato99	6	109680.135	2014-04-04T01:06:05.801035
1129	mirabel	13	109655.514	2014-04-04T01:06:05.801035
1130	Annetta_91	11	108955.079	2014-04-04T01:06:05.801035
1131	mimmina	10	108896.184	2014-04-04T01:06:05.801035
1132	maurizio.picen	14	108356.491	2014-04-04T01:06:05.801035
1133	Mr.X	12	108308.357	2014-04-04T01:06:05.801035
1134	MartinaM_96	14	108257.735	2014-04-04T01:06:05.801035
1135	mariella223	14	108171.515	2014-04-04T01:06:05.801035
1136	went89	19	108015.504	2014-04-04T01:06:05.801035
1137	cartorama	7	106796.306	2014-04-04T01:06:05.801035
1138	patrycya	19	106622.067	2014-04-04T01:06:05.801035
1139	gemellobruce	11	106591.167	2014-04-04T01:06:05.801035
1140	potu	11	105852.337	2014-04-04T01:06:05.801035
1141	Stef86	12	105566.588	2014-04-04T01:06:05.801035
1142	Priori.emiliano	17	104948.753	2014-04-04T01:06:05.801035
1143	Layla142	11	104732.078	2014-04-04T01:06:05.801035
1144	tempiese	13	104103.501	2014-04-04T01:06:05.801035
1145	Maxp20	8	103363.98	2014-04-04T01:06:05.801035
1146	donlurio	13	102907.849	2014-04-04T01:06:05.801035
1147	visinoni	6	102269.454	2014-04-04T01:06:05.801035
1148	silbolero	16	102235.749	2014-04-04T01:06:05.801035
1149	Crissy31	11	101980.859	2014-04-04T01:06:05.801035
1150	samuele	7	101270.718	2014-04-04T01:06:05.801035
1151	olivitosal	13	100751.534	2014-04-04T01:06:05.801035
1152	rinux64	10	100664.597	2014-04-04T01:06:05.801035
1153	1044059	11	99731.238	2014-04-04T01:06:05.801035
1154	fra_pozz	10	98738.482	2014-04-04T01:06:05.801035
1155	Emy_95	12	98662.134	2014-04-04T01:06:05.801035
1156	patmanga	12	98640.868	2014-04-04T01:06:05.801035
1157	Ribald	10	98612.542	2014-04-04T01:06:05.801035
1158	EndeM	10	98597.152	2014-04-04T01:06:05.801035
1159	FISI94	10	98511.876	2014-04-04T01:06:05.801035
1160	Euclid	9	98460.168	2014-04-04T01:06:05.801035
1161	buddyson	10	98416.136	2014-04-04T01:06:05.801035
1162	PrimaBColomboGenova	10	98050.916	2014-04-04T01:06:05.801035
1163	rocchiccioli	9	97984.884	2014-04-04T01:06:05.801035
1164	Zefiro	10	97784.932	2014-04-04T01:06:05.801035
1165	dario98	8	97418.071	2014-04-04T01:06:05.801035
1166	ironman89	11	97283.679	2014-04-04T01:06:05.801035
1167	Dubbiocarogna	10	96435.262	2014-04-04T01:06:05.801035
1168	Cochis	11	96417.051	2014-04-04T01:06:05.801035
1169	1AndreA8	11	96178.376	2014-04-04T01:06:05.801035
1170	mozart	11	96043.432	2014-04-04T01:06:05.801035
1171	Bigliotti	11	95851.156	2014-04-04T01:06:05.801035
1172	pierino	12	95044.322	2014-04-04T01:06:05.801035
1173	stefano88	13	94593.519	2014-04-04T01:06:05.801035
1174	acs2009	28	94401.846	2014-04-04T01:06:05.801035
1175	bluec	11	94192.5	2014-04-04T01:06:05.801035
1176	1C	8	93921.345	2014-04-04T01:06:05.801035
1177	Swamplie	15	92789.381	2014-04-04T01:06:05.801035
1178	odnarbodla	11	92770.061	2014-04-04T01:06:05.801035
1179	marcello.ferrini	9	92693.47	2014-04-04T01:06:05.801035
1180	piero_goku	12	92680.758	2014-04-04T01:06:05.801035
1181	ndrdsmm	12	92545.07	2014-04-04T01:06:05.801035
1182	3Bs	4	92492.9	2014-04-04T01:06:05.801035
1183	FrodoBaggins	9	92230.53	2014-04-04T01:06:05.801035
1184	zippolo	10	91049.18	2014-04-04T01:06:05.801035
1185	LuckyLarry	6	90735.699	2014-04-04T01:06:05.801035
1186	busonero	9	90605.235	2014-04-04T01:06:05.801035
1187	patti13	15	90220.66	2014-04-04T01:06:05.801035
1188	nanna98	13	90141.784	2014-04-04T01:06:05.801035
1189	luciami	9	89992.777	2014-04-04T01:06:05.801035
1190	Cg	11	89973.907	2014-04-04T01:06:05.801035
1191	Alexpagliari	5	89771.762	2014-04-04T01:06:05.801035
1192	Marians	10	89693.562	2014-04-04T01:06:05.801035
1193	pati13	13	89528.728	2014-04-04T01:06:05.801035
1194	guardalavaca60	17	88755.537	2014-04-04T01:06:05.801035
1195	albertoreineri2002	16	88412.621	2014-04-04T01:06:05.801035
1196	giuly89heidi	9	87634.629	2014-04-04T01:06:05.801035
1197	manocchio	9	87621.748	2014-04-04T01:06:05.801035
1198	Ailen	9	87500.656	2014-04-04T01:06:05.801035
1199	ilgrandenano	9	87409.136	2014-04-04T01:06:05.801035
1200	Angelo56	10	86757.012	2014-04-04T01:06:05.801035
1201	kjhg	5	86730.337	2014-04-04T01:06:05.801035
1202	alffx	9	86534.448	2014-04-04T01:06:05.801035
1203	SerenaSun	13	85907.349	2014-04-04T01:06:05.801035
1204	chioil	4	85654.641	2014-04-04T01:06:05.801035
1205	@melia	9	85562.682	2014-04-04T01:06:05.801035
1206	alessandra.vassallo	9	85427.912	2014-04-04T01:06:05.801035
1207	da-ghi	3	85357.439	2014-04-04T01:06:05.801035
1208	Gifone	9	85355.864	2014-04-04T01:06:05.801035
1209	Romitelli	9	85052.815	2014-04-04T01:06:05.801035
1210	Gigioloman	5	84604.572	2014-04-04T01:06:05.801035
1211	p123	5	84334.889	2014-04-04T01:06:05.801035
1212	vertigo456	6	83584.737	2014-04-04T01:06:05.801035
1213	giannino2000	7	83512.459	2014-04-04T01:06:05.801035
1214	mimminax3	12	83036.706	2014-04-04T01:06:05.801035
1215	matemia	8	82606.03	2014-04-04T01:06:05.801035
1216	Marino82	3	81882.931	2014-04-04T01:06:05.801035
1217	fuipp	11	81700.795	2014-04-04T01:06:05.801035
1218	Dany57	10	81699.546	2014-04-04T01:06:05.801035
1219	malasuerte	10	81695.461	2014-04-04T01:06:05.801035
1220	monica1055	14	81497.737	2014-04-04T01:06:05.801035
1221	Faye	9	80939.351	2014-04-04T01:06:05.801035
1222	siltos	9	80905.716	2014-04-04T01:06:05.801035
1223	@ndre@	7	80038.341	2014-04-04T01:06:05.801035
1224	federicogozzi	10	79853.289	2014-04-04T01:06:05.801035
1225	Elisahy	11	79729.539	2014-04-04T01:06:05.801035
1226	Felix920	9	79670.72	2014-04-04T01:06:05.801035
1227	Calenord	7	79167.428	2014-04-04T01:06:05.801035
1228	mokajo	8	76765.369	2014-04-04T01:06:05.801035
1229	Mattia90g	8	76429.612	2014-04-04T01:06:05.801035
1230	bbabybb	10	76204.199	2014-04-04T01:06:05.801035
1231	Katniss	3	75374.608	2014-04-04T01:06:05.801035
1232	gimi2ge	7	74973.335	2014-04-04T01:06:05.801035
1233	andrea91@	7	74963.68	2014-04-04T01:06:05.801035
1234	Niutzs	7	74927.914	2014-04-04T01:06:05.801035
1235	bennina	10	74896.29	2014-04-04T01:06:05.801035
1236	rodere	12	74585.468	2014-04-04T01:06:05.801035
1237	max1204	8	74172.911	2014-04-04T01:06:05.801035
1238	Luca_92	7	73956.116	2014-04-04T01:06:05.801035
1239	Rabbogliati	3	73652.54	2014-04-04T01:06:05.801035
1240	POCORACCOMANDABILE	9	73421.096	2014-04-04T01:06:05.801035
1241	emmerre	13	72894.21	2014-04-04T01:06:05.801035
1242	sherlock95	10	72736.509	2014-04-04T01:06:05.801035
1243	yrolf	11	72694.192	2014-04-04T01:06:05.801035
1244	garash	17	72579.125	2014-04-04T01:06:05.801035
1245	pimpa12	5	72421.861	2014-04-04T01:06:05.801035
1246	Nedi	9	72046.395	2014-04-04T01:06:05.801035
1247	luigimaca	5	71916.543	2014-04-04T01:06:05.801035
1248	pimpapoc	4	71459.567	2014-04-04T01:06:05.801035
1249	alberghini	7	71404.757	2014-04-04T01:06:05.801035
1250	Glimpsyd	8	71228.434	2014-04-04T01:06:05.801035
1251	simo90	9	71211.952	2014-04-04T01:06:05.801035
1252	Nana	7	71158.243	2014-04-04T01:06:05.801035
1253	antoniobernardo	10	71022.427	2014-04-04T01:06:05.801035
1254	swallow	10	70966.304	2014-04-04T01:06:05.801035
1255	ubios	7	70872.657	2014-04-04T01:06:05.801035
1256	carmina54	15	70833.628	2014-04-04T01:06:05.801035
1257	maria49	9	70737.607	2014-04-04T01:06:05.801035
1258	rita46	9	70393.911	2014-04-04T01:06:05.801035
1259	daniele.vit.89	7	70101.92	2014-04-04T01:06:05.801035
1260	Drake90	9	70048.669	2014-04-04T01:06:05.801035
1261	zuccaland	7	69382.386	2014-04-04T01:06:05.801035
1262	mariani	9	69331.698	2014-04-04T01:06:05.801035
1263	matt15	5	69277.902	2014-04-04T01:06:05.801035
1264	magomat	6	67347.227	2014-04-04T01:06:05.801035
1265	fuipp96	8	65788.357	2014-04-04T01:06:05.801035
1266	lucared	12	65786.735	2014-04-04T01:06:05.801035
1267	PowZerR	7	65751.256	2014-04-04T01:06:05.801035
1268	grigore.cristina	7	65739.72	2014-04-04T01:06:05.801035
1269	DelCrossB	6	65697.065	2014-04-04T01:06:05.801035
1270	Simonazaccaria99	15	65629.902	2014-04-04T01:06:05.801035
1271	Draco	7	65552.879	2014-04-04T01:06:05.801035
1272	ventiquindici	9	65495.184	2014-04-04T01:06:05.801035
1273	Sandro251	7	65478.538	2014-04-04T01:06:05.801035
1274	Nicky_Web_Master	11	65440.163	2014-04-04T01:06:05.801035
1275	duepiùdue	6	65376.208	2014-04-04T01:06:05.801035
1276	rhob	6	65364.547	2014-04-04T01:06:05.801035
1277	Giulya93	6	65335.891	2014-04-04T01:06:05.801035
1278	valli79	7	65308.451	2014-04-04T01:06:05.801035
1279	Luciotti	6	65213.751	2014-04-04T01:06:05.801035
1280	lu29	6	65198.469	2014-04-04T01:06:05.801035
1281	lailachiara	11	65063.137	2014-04-04T01:06:05.801035
1282	pikappa94	6	64969.446	2014-04-04T01:06:05.801035
1283	Caska	7	64845.979	2014-04-04T01:06:05.801035
1284	Sigma1	6	64686.469	2014-04-04T01:06:05.801035
1285	energie	6	64609.022	2014-04-04T01:06:05.801035
1286	usuelli	7	64577.946	2014-04-04T01:06:05.801035
1287	Alx	6	64477.433	2014-04-04T01:06:05.801035
1288	jh91	9	64474.033	2014-04-04T01:06:05.801035
1289	maxdivilla	6	64421.248	2014-04-04T01:06:05.801035
1290	Ganassali	6	64392.251	2014-04-04T01:06:05.801035
1291	Trends94	11	64296.519	2014-04-04T01:06:05.801035
1292	Giacofa	7	64287.153	2014-04-04T01:06:05.801035
1293	DetachYourMind	7	64131.458	2014-04-04T01:06:05.801035
1294	balengo92	5	64111.107	2014-04-04T01:06:05.801035
1295	caminac	6	63425.911	2014-04-04T01:06:05.801035
1296	chess71	7	63354.272	2014-04-04T01:06:05.801035
1297	SILVERDEVIL	7	63313.902	2014-04-04T01:06:05.801035
1298	giuli	10	63267.659	2014-04-04T01:06:05.801035
1299	gadrigadri	6	63160.664	2014-04-04T01:06:05.801035
1300	Michela8	7	62981.38	2014-04-04T01:06:05.801035
1301	valsecchi	15	62735.872	2014-04-04T01:06:05.801035
1302	RippoPeople	6	62689.997	2014-04-04T01:06:05.801035
1303	KappaZero	6	62298.619	2014-04-04T01:06:05.801035
1304	1one	6	62105.841	2014-04-04T01:06:05.801035
1305	Gurvinder	18	61851.751	2014-04-04T01:06:05.801035
1306	TooL	6	61693.012	2014-04-04T01:06:05.801035
1307	zofia	7	61433.41	2014-04-04T01:06:05.801035
1308	Angela66	7	60391.094	2014-04-04T01:06:05.801035
1309	buzzi	8	59691.465	2014-04-04T01:06:05.801035
1310	Ale88ssia	9	58973.79	2014-04-04T01:06:05.801035
1311	printfede	6	58920.311	2014-04-04T01:06:05.801035
1312	graphic_passion	3	58298.797	2014-04-04T01:06:05.801035
1313	tornado	9	57531.014	2014-04-04T01:06:05.801035
1314	matricola	6	56530.207	2014-04-04T01:06:05.801035
1315	tartaruga55	14	56345.191	2014-04-04T01:06:05.801035
1316	Stambazzi	3	55782.711	2014-04-04T01:06:05.801035
1317	Inho18	4	55293.365	2014-04-04T01:06:05.801035
1318	cipicchio	5	55170.686	2014-04-04T01:06:05.801035
1319	frafrana	6	54906.355	2014-04-04T01:06:05.801035
1320	lorenzo818	5	54791.064	2014-04-04T01:06:05.801035
1321	hyoukarou	6	54775.215	2014-04-04T01:06:05.801035
1322	quiquoqua	6	54729.425	2014-04-04T01:06:05.801035
1323	giuseppepilota	6	54729.092	2014-04-04T01:06:05.801035
1324	pipppogol	6	54707.896	2014-04-04T01:06:05.801035
1325	GenKs	7	54688.858	2014-04-04T01:06:05.801035
1326	cicciolo18	6	54678.413	2014-04-04T01:06:05.801035
1327	romy1973	6	54677.541	2014-04-04T01:06:05.801035
1328	Asynth	6	54675.087	2014-04-04T01:06:05.801035
1329	Zitane89	6	54663.338	2014-04-04T01:06:05.801035
1330	filippo887	6	54612.084	2014-04-04T01:06:05.801035
1331	oroban	5	54606.628	2014-04-04T01:06:05.801035
1332	sofy_28	6	54601.18	2014-04-04T01:06:05.801035
1333	mega887	7	54560.326	2014-04-04T01:06:05.801035
1334	sincmaster	8	54541.917	2014-04-04T01:06:05.801035
1335	dado04	6	54407.008	2014-04-04T01:06:05.801035
1336	mattadalegare	6	54375.252	2014-04-04T01:06:05.801035
1337	irene00	7	54360.186	2014-04-04T01:06:05.801035
1338	alex2cmihai	7	54358.07	2014-04-04T01:06:05.801035
1339	HIKLY	7	54356.864	2014-04-04T01:06:05.801035
1340	boccaccio	7	54352.693	2014-04-04T01:06:05.801035
1341	cribor	7	54293.755	2014-04-04T01:06:05.801035
1342	lucrob	5	54175.459	2014-04-04T01:06:05.801035
1343	obsel	6	54154.182	2014-04-04T01:06:05.801035
1344	Steparodo	6	53947.435	2014-04-04T01:06:05.801035
1345	ubrun1984	7	53553.131	2014-04-04T01:06:05.801035
1346	astolfo	8	53514.687	2014-04-04T01:06:05.801035
1347	nochipfritz	6	53298.381	2014-04-04T01:06:05.801035
1348	marikabi	5	53239.156	2014-04-04T01:06:05.801035
1349	numero_uno	7	53185.979	2014-04-04T01:06:05.801035
1350	ingegnere1971	7	53018.496	2014-04-04T01:06:05.801035
1351	Stella...Stellina...	5	52921.503	2014-04-04T01:06:05.801035
1352	Mr.Enigma	8	52830.379	2014-04-04T01:06:05.801035
1353	bazzana	7	52809.205	2014-04-04T01:06:05.801035
1354	zozo.uga	11	52680.989	2014-04-04T01:06:05.801035
1355	zastra	6	52431.294	2014-04-04T01:06:05.801035
1356	floryflo	7	52046.313	2014-04-04T01:06:05.801035
1357	ac/dc	5	51950.494	2014-04-04T01:06:05.801035
1358	Cristoff95	5	51890.48	2014-04-04T01:06:05.801035
1359	Kevorex	5	51602.891	2014-04-04T01:06:05.801035
1360	gurvi7767	5	51337.407	2014-04-04T01:06:05.801035
1361	mcbeal	3	50781.035	2014-04-04T01:06:05.801035
1362	rickvitalini	5	50581.336	2014-04-04T01:06:05.801035
1363	dago46	16	50448.65	2014-04-04T01:06:05.801035
1364	zuvina	7	49638.178	2014-04-04T01:06:05.801035
1365	vince1979	7	49495.01	2014-04-04T01:06:05.801035
1366	gisellagrazia	6	48999.633	2014-04-04T01:06:05.801035
1367	Basky	6	48379.472	2014-04-04T01:06:05.801035
1368	Davide.carnevali	3	47397.469	2014-04-04T01:06:05.801035
1369	frodo4	11	46374.057	2014-04-04T01:06:05.801035
1370	gatto75	6	46370.264	2014-04-04T01:06:05.801035
1371	erasmoariete	2	46067.36	2014-04-04T01:06:05.801035
1372	secondaci	6	45408.993	2014-04-04T01:06:05.801035
1373	jonny72	7	45384.153	2014-04-04T01:06:05.801035
1374	WarriorQuaglia	7	45301.502	2014-04-04T01:06:05.801035
1375	lucabor2000	7	45298.25	2014-04-04T01:06:05.801035
1376	wvale	6	45294.026	2014-04-04T01:06:05.801035
1377	dinha39	6	43889.939	2014-04-04T01:06:05.801035
1378	asabasa	6	43629.026	2014-04-04T01:06:05.801035
1379	valoshka	6	43597.596	2014-04-04T01:06:05.801035
1380	eldiablo86	5	43564.77	2014-04-04T01:06:05.801035
1381	arkea	6	43468.338	2014-04-04T01:06:05.801035
1382	woaini	5	43454.176	2014-04-04T01:06:05.801035
1383	VinCer	3	43433.159	2014-04-04T01:06:05.801035
1384	luznelly	8	43378.85	2014-04-04T01:06:05.801035
1385	laluci	4	43217.916	2014-04-04T01:06:05.801035
1386	giamy82	6	43166.663	2014-04-04T01:06:05.801035
1387	tanuss	9	43059.984	2014-04-04T01:06:05.801035
1388	username85	4	43056.955	2014-04-04T01:06:05.801035
1389	andcla	4	42934.378	2014-04-04T01:06:05.801035
1390	giusyleo	4	42933.792	2014-04-04T01:06:05.801035
1391	pier_pf	6	42851.509	2014-04-04T01:06:05.801035
1392	alfioset1968	5	42769.786	2014-04-04T01:06:05.801035
1393	gv1994	4	42750.292	2014-04-04T01:06:05.801035
1394	SudEst	5	42707.507	2014-04-04T01:06:05.801035
1395	giannip1984	10	42525.612	2014-04-04T01:06:05.801035
1396	Emanuela_75	7	42282.142	2014-04-04T01:06:05.801035
1397	Leonella10	5	42255.284	2014-04-04T01:06:05.801035
1398	blasia	4	42246.457	2014-04-04T01:06:05.801035
1399	LuigiEsp	4	42234.548	2014-04-04T01:06:05.801035
1400	PiCCoLa_VaLe1992	7	42109.562	2014-04-04T01:06:05.801035
1401	marymamma	4	42053.452	2014-04-04T01:06:05.801035
1402	nlivia	4	41983.321	2014-04-04T01:06:05.801035
1403	SerenaAurora	4	41755.26	2014-04-04T01:06:05.801035
1404	Lcdg96	4	41741.995	2014-04-04T01:06:05.801035
1405	stefanuccia	4	41739.704	2014-04-04T01:06:05.801035
1406	paolo.papadia	4	41245.919	2014-04-04T01:06:05.801035
1407	Sorge	5	41194.549	2014-04-04T01:06:05.801035
1408	jongy92	6	41188.393	2014-04-04T01:06:05.801035
1409	legramandi	6	40876.646	2014-04-04T01:06:05.801035
1410	morice	3	40444.656	2014-04-04T01:06:05.801035
1411	Mattia99	5	39210.701	2014-04-04T01:06:05.801035
1412	annicchiarico	5	37757.172	2014-04-04T01:06:05.801035
1413	Franck10	5	36981.167	2014-04-04T01:06:05.801035
1414	Ascanio99	8	36426.653	2014-04-04T01:06:05.801035
1415	S.Paicu	8	36354.662	2014-04-04T01:06:05.801035
1416	peppebb	5	36271.753	2014-04-04T01:06:05.801035
1417	Ale1958	9	36245.321	2014-04-04T01:06:05.801035
1418	luiredi	7	34124.303	2014-04-04T01:06:05.801035
1419	barbara76	4	33815.651	2014-04-04T01:06:05.801035
1420	ollop	4	32970.321	2014-04-04T01:06:05.801035
1421	lisa2011	5	32924.311	2014-04-04T01:06:05.801035
1422	dem69	5	32882.722	2014-04-04T01:06:05.801035
1423	Marinaegorova	5	32812.373	2014-04-04T01:06:05.801035
1424	ale01	3	32707.463	2014-04-04T01:06:05.801035
1425	luna2781	3	32668.409	2014-04-04T01:06:05.801035
1426	passifranco	4	32637.482	2014-04-04T01:06:05.801035
1427	giovannasic	4	32547.705	2014-04-04T01:06:05.801035
1428	macedone	4	32540.474	2014-04-04T01:06:05.801035
1429	santoleo	5	32404.943	2014-04-04T01:06:05.801035
1430	Loche	3	32387.485	2014-04-04T01:06:05.801035
1431	SSamuel	4	31866.165	2014-04-04T01:06:05.801035
1432	Lollino99	5	31571.272	2014-04-04T01:06:05.801035
1433	Donati	3	31528.941	2014-04-04T01:06:05.801035
1434	giovanna75	4	31313.378	2014-04-04T01:06:05.801035
1435	bellongi	4	31311.548	2014-04-04T01:06:05.801035
1436	anna1981	4	31263.933	2014-04-04T01:06:05.801035
1437	Karotto	3	31087.566	2014-04-04T01:06:05.801035
1438	milena@tesmed.com	4	30848.413	2014-04-04T01:06:05.801035
1439	vadodritto	3	30796.592	2014-04-04T01:06:05.801035
1440	wasmimin	4	30577.394	2014-04-04T01:06:05.801035
1441	giosamp	4	30499.773	2014-04-04T01:06:05.801035
1442	vespasiano	3	29698.853	2014-04-04T01:06:05.801035
1443	mikimiki94	2	29644.64	2014-04-04T01:06:05.801035
1444	nicoreste	4	29596.834	2014-04-04T01:06:05.801035
1445	cavia34	7	29552.274	2014-04-04T01:06:05.801035
1446	Giuseppe9612	6	29507.154	2014-04-04T01:06:05.801035
1447	Giorgio99	5	28798.085	2014-04-04T01:06:05.801035
1448	mikymiky1	3	28590.183	2014-04-04T01:06:05.801035
1449	cosimoelia	1	28446.955	2014-04-04T01:06:05.801035
